"year","month","discount","returned","sales_month"
"2016","2","0.00",NULL,"539.04"
"2016","2","0.20",NULL,"17.25"
"2016","2","0.00",NULL,"1256.22"
"2016","2","0.60",NULL,"25.16"
"2016","2","0.00",NULL,"114.36"
"2016","2","0.20",NULL,"203.74"
"2016","2","0.00",NULL,"130.36"
"2016","2","0.80",NULL,"8.95"
"2016","2","0.20",NULL,"83.84"
"2016","2","0.80",NULL,"7.96"
"2017","2","0.00",NULL,"5.76"
"2017","2","0.20",NULL,"697.18"
"2017","2","0.00",NULL,"912.78"
"2017","2","0.00","Yes","79.36"
"2017","2","0.00",NULL,"139.95"
"2017","2","0.00","Yes","19.44"
"2017","2","0.20",NULL,"20.80"
"2017","2","0.70",NULL,"19.37"
"2017","2","0.00","Yes","647.42"
"2017","2","0.70",NULL,"2.29"
"2017","2","0.00",NULL,"146.73"
"2017","2","0.20",NULL,"77.24"
"2017","2","0.00",NULL,"283.92"
"2017","2","0.20",NULL,"515.50"
"2017","2","0.00",NULL,"136.92"
"2017","2","0.30","Yes","493.92"
"2017","2","0.20",NULL,"18.53"
"2017","2","0.00",NULL,"2541.98"
"2017","2","0.20",NULL,"12.14"
"2017","2","0.00",NULL,"844.19"
"2017","2","0.60",NULL,"40.78"
"2017","2","0.80",NULL,"2.93"
"2017","2","0.00",NULL,"1434.90"
"2017","2","0.20",NULL,"40.10"
"2017","2","0.00",NULL,"22.72"
"2017","2","0.40",NULL,"323.98"
"2017","2","0.20","Yes","11.52"
"2017","2","0.10",NULL,"90.88"
"2017","2","0.00",NULL,"175.65"
"2017","2","0.40",NULL,"107.98"
"2017","2","0.00",NULL,"146.07"
"2017","2","0.20",NULL,"16.03"
"2017","2","0.20","Yes","41.72"
"2017","2","0.20",NULL,"71.98"
"2017","2","0.00",NULL,"5.81"
"2017","2","0.20",NULL,"10.90"
"2017","2","0.00",NULL,"979.25"
"2017","2","0.00","Yes","13.36"
"2017","2","0.20",NULL,"769.54"
"2017","2","0.00",NULL,"29.90"
"2018","2","0.00",NULL,"743.62"
"2018","2","0.20",NULL,"588.98"
"2018","2","0.70",NULL,"34.86"
"2018","2","0.20",NULL,"14.37"
"2018","2","0.30",NULL,"62.96"
"2018","2","0.00",NULL,"508.08"
"2018","2","0.20",NULL,"132.22"
"2018","2","0.00",NULL,"70.88"
"2018","2","0.70",NULL,"3.76"
"2018","2","0.00",NULL,"560.55"
"2018","2","0.20",NULL,"190.32"
"2018","2","0.00",NULL,"15.92"
"2018","2","0.20",NULL,"432.46"
"2018","2","0.00",NULL,"595.64"
"2018","2","0.80",NULL,"92.06"
"2018","2","0.00",NULL,"402.15"
"2018","2","0.60",NULL,"16.19"
"2018","2","0.00",NULL,"597.16"
"2018","2","0.20",NULL,"623.96"
"2018","2","0.00",NULL,"14.73"
"2018","2","0.20",NULL,"16.50"
"2018","2","0.00",NULL,"8819.88"
"2018","2","0.00","Yes","90.48"
"2018","2","0.00",NULL,"2269.95"
"2018","2","0.30",NULL,"791.93"
"2018","2","0.20",NULL,"57.58"
"2018","2","0.00",NULL,"44.46"
"2018","2","0.20",NULL,"398.35"
"2018","2","0.00",NULL,"146.82"
"2018","2","0.20",NULL,"5.18"
"2018","2","0.00",NULL,"162.34"
"2018","2","0.20",NULL,"452.94"
"2018","2","0.00",NULL,"484.83"
"2018","2","0.60",NULL,"73.78"
"2018","2","0.20",NULL,"46.72"
"2018","2","0.00",NULL,"89.97"
"2018","2","0.10",NULL,"326.65"
"2018","2","0.20",NULL,"1127.98"
"2018","2","0.00",NULL,"76.93"
"2018","2","0.20",NULL,"18.56"
"2018","2","0.00",NULL,"342.37"
"2018","2","0.20",NULL,"111.10"
"2018","2","0.00",NULL,"1322.65"
"2019","2","0.00",NULL,"812.80"
"2019","2","0.20",NULL,"266.32"
"2019","2","0.00",NULL,"44.67"
"2019","2","0.20",NULL,"127.98"
"2019","2","0.00",NULL,"37.68"
"2019","2","0.20",NULL,"333.58"
"2019","2","0.00",NULL,"356.79"
"2019","2","0.70",NULL,"3.88"
"2019","2","0.60",NULL,"22.20"
"2019","2","0.20","Yes","30.14"
"2019","2","0.00","Yes","315.88"
"2019","2","0.20",NULL,"1319.80"
"2019","2","0.00","Yes","29.60"
"2019","2","0.20",NULL,"114.94"
"2019","2","0.70",NULL,"5.23"
"2019","2","0.20",NULL,"443.16"
"2019","2","0.00",NULL,"9.84"
"2019","2","0.20",NULL,"196.78"
"2019","2","0.40",NULL,"59.97"
"2019","2","0.20",NULL,"239.98"
"2019","2","0.50",NULL,"386.91"
"2019","2","0.20",NULL,"290.74"
"2019","2","0.00",NULL,"499.01"
"2019","2","0.30",NULL,"89.07"
"2019","2","0.00",NULL,"14.99"
"2019","2","0.20",NULL,"203.98"
"2019","2","0.00",NULL,"485.55"
"2019","2","0.20",NULL,"65.58"
"2019","2","0.40","Yes","57.59"
"2019","2","0.20",NULL,"96.67"
"2019","2","0.00",NULL,"1640.70"
"2019","2","0.20","Yes","978.31"
"2019","2","0.00",NULL,"9.82"
"2019","2","0.30","Yes","899.43"
"2019","2","0.80",NULL,"243.99"
"2019","2","0.20",NULL,"7.12"
"2019","2","0.00",NULL,"13.11"
"2019","2","0.20",NULL,"231.92"
"2019","2","0.00",NULL,"227.46"
"2019","2","0.20",NULL,"61.81"
"2019","2","0.00",NULL,"6.63"
"2019","2","0.30",NULL,"600.56"
"2019","2","0.20",NULL,"21.46"
"2019","2","0.00",NULL,"27.68"
"2019","2","0.20",NULL,"9.43"
"2019","2","0.20","Yes","258.58"
"2019","2","0.00",NULL,"20.70"
"2019","2","0.20",NULL,"123.92"
"2019","2","0.00","Yes","23.12"
"2019","2","0.20",NULL,"21.34"
"2019","2","0.00",NULL,"22.23"
"2019","2","0.20",NULL,"167.98"
"2019","2","0.00",NULL,"55.20"
"2019","2","0.20","Yes","963.14"
"2019","2","0.60",NULL,"7.69"
"2019","2","0.20",NULL,"147.57"
"2019","2","0.20","Yes","892.22"
"2019","2","0.00",NULL,"17.94"
"2019","2","0.80",NULL,"12.99"
"2019","2","0.60",NULL,"3.98"
"2019","2","0.00",NULL,"29.16"
"2019","2","0.20",NULL,"30.96"
"2019","2","0.00",NULL,"37.94"
"2019","2","0.20",NULL,"451.39"
"2019","2","0.00",NULL,"579.51"
"2019","2","0.80",NULL,"1.79"
"2019","2","0.00",NULL,"32.67"
"2019","2","0.70",NULL,"4.96"
"2019","2","0.00",NULL,"1256.57"
"2019","2","0.00","Yes","81.92"
"2019","2","0.20",NULL,"438.34"
"2019","2","0.00",NULL,"210.58"
"2019","2","0.50",NULL,"480.96"
"2019","2","0.20",NULL,"28.03"
"2019","2","0.00",NULL,"166.45"
"2019","2","0.20",NULL,"163.20"
"2019","2","0.00",NULL,"109.53"
"2019","2","0.20",NULL,"124.79"
"2019","2","0.70","Yes","5.72"
"2019","2","0.20",NULL,"175.44"
"2019","2","0.00",NULL,"113.62"
"2019","2","0.40","Yes","455.97"
"2019","2","0.00",NULL,"123.70"
"2019","2","0.80",NULL,"252.78"
"2019","2","0.20",NULL,"240.78"
"2019","2","0.00",NULL,"25.02"
"2016","3","0.00",NULL,"18.62"
"2016","3","0.20",NULL,"145.78"
"2016","3","0.00",NULL,"34.86"
"2016","3","0.70",NULL,"51.47"
"2016","3","0.20",NULL,"317.78"
"2016","3","0.00",NULL,"3.36"
"2016","3","0.50",NULL,"22638.48"
"2016","3","0.20",NULL,"151.20"
"2016","3","0.10",NULL,"366.79"
"2016","3","0.00",NULL,"53.40"
"2016","3","0.20",NULL,"156.29"
"2016","3","0.30",NULL,"127.30"
"2016","3","0.20",NULL,"1297.84"
"2016","3","0.00",NULL,"24.90"
"2016","3","0.70",NULL,"1.87"
"2016","3","0.20",NULL,"8.32"
"2016","3","0.30",NULL,"890.84"
"2016","3","0.20",NULL,"135.73"
"2016","3","0.00",NULL,"14.94"
"2016","3","0.20",NULL,"195.56"
"2016","3","0.00",NULL,"607.65"
"2016","3","0.20",NULL,"353.46"
"2016","3","0.50",NULL,"821.30"
"2016","3","0.00",NULL,"479.97"
"2016","3","0.20",NULL,"5.18"
"2016","3","0.00","Yes","16.00"
"2016","3","0.00",NULL,"52.98"
"2016","3","0.00","Yes","11.43"
"2016","3","0.00",NULL,"222.90"
"2016","3","0.20",NULL,"793.98"
"2016","3","0.00",NULL,"90.97"
"2016","3","0.20",NULL,"21.38"
"2016","3","0.00",NULL,"568.09"
"2016","3","0.20",NULL,"634.37"
"2016","3","0.00",NULL,"36.40"
"2016","3","0.30",NULL,"376.51"
"2016","3","0.20",NULL,"604.75"
"2016","3","0.70",NULL,"0.85"
"2016","3","0.20",NULL,"767.86"
"2016","3","0.80",NULL,"8.13"
"2016","3","0.20",NULL,"228.29"
"2016","3","0.00",NULL,"11.36"
"2016","3","0.20",NULL,"735.62"
"2016","3","0.70",NULL,"12.65"
"2016","3","0.00",NULL,"204.90"
"2016","3","0.30",NULL,"574.91"
"2016","3","0.20",NULL,"1125.49"
"2016","3","0.40",NULL,"1071.58"
"2016","3","0.20",NULL,"79.98"
"2016","3","0.00",NULL,"158.82"
"2016","3","0.40",NULL,"1579.75"
"2016","3","0.20",NULL,"17.47"
"2016","3","0.40",NULL,"330.59"
"2016","3","0.20",NULL,"4.99"
"2016","3","0.70",NULL,"43.19"
"2016","3","0.00",NULL,"2067.00"
"2016","3","0.20",NULL,"152.78"
"2016","3","0.00",NULL,"10.50"
"2016","3","0.20",NULL,"205.67"
"2016","3","0.00",NULL,"108.92"
"2016","3","0.30",NULL,"362.25"
"2016","3","0.80",NULL,"176.77"
"2016","3","0.00",NULL,"1184.72"
"2016","3","0.20",NULL,"19.46"
"2016","3","0.00",NULL,"53.74"
"2016","3","0.20",NULL,"107.65"
"2016","3","0.00",NULL,"25.44"
"2016","3","0.20",NULL,"59.20"
"2016","3","0.00",NULL,"111.00"
"2016","3","0.20",NULL,"16.27"
"2016","3","0.00",NULL,"492.18"
"2016","3","0.20",NULL,"500.41"
"2016","3","0.70",NULL,"7.64"
"2016","3","0.00",NULL,"15.84"
"2016","3","0.20",NULL,"83.17"
"2016","3","0.70",NULL,"33.57"
"2016","3","0.00",NULL,"307.82"
"2016","3","0.20",NULL,"15.12"
"2016","3","0.00","Yes","32.67"
"2016","3","0.20",NULL,"32.95"
"2016","3","0.30",NULL,"634.12"
"2016","3","0.70",NULL,"7.22"
"2016","3","0.20",NULL,"499.86"
"2016","3","0.00",NULL,"12.70"
"2016","3","0.20",NULL,"74.35"
"2016","3","0.00",NULL,"3566.23"
"2016","3","0.20",NULL,"457.57"
"2016","3","0.00",NULL,"242.94"
"2016","3","0.20",NULL,"27.36"
"2016","3","0.60",NULL,"63.55"
"2016","3","0.20",NULL,"8.45"
"2016","3","0.00","Yes","30.44"
"2016","3","0.20",NULL,"513.98"
"2016","3","0.50",NULL,"302.45"
"2016","3","0.00","Yes","12.96"
"2016","3","0.20",NULL,"255.98"
"2016","3","0.00",NULL,"1139.92"
"2016","3","0.20",NULL,"323.98"
"2016","3","0.40",NULL,"613.91"
"2016","3","0.00",NULL,"127.48"
"2016","3","0.20",NULL,"6.05"
"2016","3","0.20","Yes","1198.33"
"2016","3","0.00",NULL,"34.22"
"2016","3","0.20",NULL,"65.18"
"2017","3","0.20",NULL,"1087.94"
"2017","3","0.30",NULL,"366.74"
"2017","3","0.00",NULL,"166.81"
"2017","3","0.20","Yes","129.57"
"2017","3","0.00",NULL,"41.70"
"2017","3","0.20",NULL,"47.14"
"2017","3","0.00",NULL,"239.97"
"2017","3","0.80",NULL,"180.98"
"2017","3","0.00",NULL,"219.90"
"2017","3","0.30",NULL,"99.37"
"2017","3","0.00",NULL,"528.64"
"2017","3","0.20",NULL,"76.40"
"2017","3","0.20","Yes","18.39"
"2017","3","0.00",NULL,"244.20"
"2017","3","0.20",NULL,"16.78"
"2017","3","0.00",NULL,"3546.56"
"2017","3","0.20",NULL,"30.88"
"2017","3","0.00",NULL,"14.98"
"2017","3","0.20",NULL,"1368.71"
"2017","3","0.00",NULL,"16.52"
"2017","3","0.20",NULL,"361.04"
"2017","3","0.00",NULL,"122.02"
"2017","3","0.20",NULL,"8.69"
"2017","3","0.30",NULL,"1228.00"
"2017","3","0.00",NULL,"107.62"
"2017","3","0.80",NULL,"19.78"
"2017","3","0.00",NULL,"532.50"
"2017","3","0.20",NULL,"113.52"
"2017","3","0.00",NULL,"860.93"
"2017","3","0.20",NULL,"29.30"
"2017","3","0.00","Yes","30.44"
"2017","3","0.00",NULL,"3149.93"
"2017","3","0.20",NULL,"1270.39"
"2017","3","0.00",NULL,"23.99"
"2017","3","0.20",NULL,"33.57"
"2017","3","0.00",NULL,"141.96"
"2017","3","0.00","Yes","587.97"
"2017","3","0.20",NULL,"22.98"
"2017","3","0.00",NULL,"725.19"
"2017","3","0.20",NULL,"14.50"
"2017","3","0.00",NULL,"10.16"
"2017","3","0.20",NULL,"72.26"
"2017","3","0.00",NULL,"1247.64"
"2017","3","0.20",NULL,"443.25"
"2017","3","0.40",NULL,"466.16"
"2017","3","0.00",NULL,"119.16"
"2017","3","0.80",NULL,"2.51"
"2017","3","0.20",NULL,"15.55"
"2017","3","0.30",NULL,"359.06"
"2017","3","0.00",NULL,"40.14"
"2017","3","0.20",NULL,"153.70"
"2017","3","0.70",NULL,"2.56"
"2017","3","0.00",NULL,"20.18"
"2017","3","0.20",NULL,"31.92"
"2017","3","0.00",NULL,"105.52"
"2017","3","0.60",NULL,"22.38"
"2017","3","0.00",NULL,"6590.94"
"2017","3","0.70",NULL,"12.84"
"2017","3","0.00",NULL,"19.44"
"2017","3","0.20",NULL,"23.52"
"2017","3","0.00",NULL,"787.53"
"2017","3","0.30",NULL,"383.47"
"2017","3","0.00",NULL,"27.92"
"2017","3","0.20",NULL,"95.84"
"2017","3","0.00",NULL,"168.98"
"2017","3","0.80","Yes","14.11"
"2017","3","0.00","Yes","119.85"
"2017","3","0.00",NULL,"43.13"
"2017","3","0.20",NULL,"185.57"
"2017","3","0.00",NULL,"461.18"
"2017","3","0.30",NULL,"107.77"
"2017","3","0.00",NULL,"537.46"
"2017","3","0.20",NULL,"11.45"
"2017","3","0.80",NULL,"1.11"
"2017","3","0.20",NULL,"22.80"
"2017","3","0.00",NULL,"185.07"
"2017","3","0.20",NULL,"2139.31"
"2017","3","0.00",NULL,"769.95"
"2017","3","0.00","Yes","69.28"
"2017","3","0.20",NULL,"16.78"
"2017","3","0.00",NULL,"510.99"
"2017","3","0.20",NULL,"74.35"
"2017","3","0.00",NULL,"73.28"
"2017","3","0.20",NULL,"184.75"
"2017","3","0.60",NULL,"4.71"
"2017","3","0.20",NULL,"447.94"
"2017","3","0.00",NULL,"647.32"
"2017","3","0.10",NULL,"383.61"
"2017","3","0.20",NULL,"1487.98"
"2017","3","0.00",NULL,"1177.38"
"2018","3","0.00","Yes","447.86"
"2018","3","0.00",NULL,"133.84"
"2018","3","0.30",NULL,"563.43"
"2018","3","0.20",NULL,"149.35"
"2018","3","0.00",NULL,"971.50"
"2018","3","0.20",NULL,"3357.60"
"2018","3","0.30",NULL,"528.43"
"2018","3","0.20",NULL,"13.39"
"2018","3","0.70","Yes","16.82"
"2018","3","0.40",NULL,"539.91"
"2018","3","0.00",NULL,"46.98"
"2018","3","0.20","Yes","20.74"
"2018","3","0.00",NULL,"289.96"
"2018","3","0.20","Yes","10.37"
"2018","3","0.70",NULL,"51.90"
"2018","3","0.30",NULL,"244.01"
"2018","3","0.20",NULL,"755.74"
"2018","3","0.80",NULL,"1.27"
"2018","3","0.20",NULL,"159.98"
"2018","3","0.00",NULL,"14.98"
"2018","3","0.20",NULL,"2.30"
"2018","3","0.00",NULL,"4912.59"
"2018","3","0.20",NULL,"1251.76"
"2018","3","0.00",NULL,"362.92"
"2018","3","0.20",NULL,"42.78"
"2018","3","0.50",NULL,"299.98"
"2018","3","0.00","Yes","479.95"
"2018","3","0.20",NULL,"102.36"
"2018","3","0.30",NULL,"844.12"
"2018","3","0.00",NULL,"160.77"
"2018","3","0.20",NULL,"126.08"
"2018","3","0.10","Yes","207.14"
"2018","3","0.40",NULL,"108.58"
"2018","3","0.00",NULL,"91.48"
"2018","3","0.20",NULL,"119.98"
"2018","3","0.00",NULL,"660.68"
"2018","3","0.20",NULL,"685.35"
"2018","3","0.00",NULL,"39.92"
"2018","3","0.20","Yes","84.78"
"2018","3","0.20",NULL,"21.07"
"2018","3","0.40",NULL,"68.24"
"2018","3","0.00",NULL,"45.98"
"2018","3","0.20",NULL,"1379.99"
"2018","3","0.00",NULL,"14.90"
"2018","3","0.50",NULL,"301.47"
"2018","3","0.00",NULL,"59.68"
"2018","3","0.20",NULL,"5.98"
"2018","3","0.00",NULL,"11.34"
"2018","3","0.20",NULL,"46.42"
"2018","3","0.30",NULL,"99.37"
"2018","3","0.20",NULL,"403.17"
"2018","3","0.00",NULL,"103.91"
"2018","3","0.60",NULL,"159.04"
"2018","3","0.20",NULL,"18.66"
"2018","3","0.00",NULL,"45.68"
"2018","3","0.30",NULL,"1086.02"
"2018","3","0.20",NULL,"771.70"
"2018","3","0.00",NULL,"1447.77"
"2018","3","0.70",NULL,"31.09"
"2018","3","0.80",NULL,"1.73"
"2018","3","0.00",NULL,"4899.93"
"2018","3","0.20",NULL,"1363.96"
"2018","3","0.80",NULL,"25.55"
"2018","3","0.30",NULL,"241.33"
